[ 01:01:33 ]AAAA :29 [°C], 71.93 RH, 925.71 mbar
[ 08:24:09 ]BAB1 :26 [°C], 75.84 RH, 921.90 mbar
[ 08:24:09 ]DADE :29 [°C], 65.30 RH, 924.44 mbar
[ 08:24:14 ]CAC2 :29 [°C], 66.62 RH, 922.53 mbar
[ 08:24:14 ]BAB1 :26 [°C], 75.73 RH, 921.90 mbar
[ 08:24:14 ]DAD3 :29 [°C], 66.48 RH, 923.80 mbar
[ 08:24:14 ]DADE :29 [°C], 65.08 RH, 922.53 mbar
[ 08:24:14 ]DADE :29 [°C], 65.08 RH, 924.44 mbar
[ 08:24:15 ]BAB1 :26 [°C], 75.73 RH, 923.17 mbar
[ 08:24:15 ]AAAA :29 [°C], 68.03 RH, 924.44 mbar
[ 08:24:19 ]DADE :29 [°C], 65.14 RH, 921.90 mbar
[ 08:24:19 ]DAD3 :29 [°C], 66.46 RH, 923.80 mbar
[ 08:24:19 ]DADE :29 [°C], 65.14 RH, 922.53 mbar
[ 08:24:19 ]AAAA :29 [°C], 68.34 RH, 923.17 mbar
[ 08:24:19 ]CAC2 :29 [°C], 65.94 RH, 923.17 mbar
[ 08:24:19 ]BAB1 :26 [°C], 75.82 RH, 923.17 mbar
[ 08:24:39 ]DAD3 :29 [°C], 67.17 RH, 923.80 mbar
[ 08:24:39 ]BAB1 :26 [°C], 76.26 RH, 923.17 mbar
[ 08:24:39 ]DADE :29 [°C], 65.50 RH, 924.44 mbar
[ 08:24:39 ]AAAA :29 [°C], 67.91 RH, 923.17 mbar
[ 08:24:49 ]DADE :29 [°C], 65.45 RH, 921.90 mbar
[ 08:24:49 ]DADE :29 [°C], 65.45 RH, 921.90 mbar
[ 08:24:49 ]DAD3 :29 [°C], 66.59 RH, 921.90 mbar
[ 08:24:49 ]BAB1 :26 [°C], 75.73 RH, 923.17 mbar
[ 08:24:50 ]CAC2 :28 [°C], 66.65 RH, 921.90 mbar
[ 08:24:54 ]DADE :29 [°C], 65.42 RH, 921.90 mbar
[ 08:24:54 ]DAD3 :29 [°C], 66.37 RH, 923.80 mbar
[ 08:24:55 ]BAB1 :26 [°C], 75.79 RH, 921.90 mbar
[ 08:24:59 ]DAD3 :29 [°C], 66.31 RH, 922.53 mbar
[ 08:24:59 ]CAC2 :28 [°C], 67.44 RH, 925.07 mbar
[ 08:25:00 ]DAD3 :29 [°C], 66.31 RH, 925.71 mbar
[ 08:25:00 ]DADE :29 [°C], 65.50 RH, 923.17 mbar
[ 08:25:00 ]AAAA :29 [°C], 66.03 RH, 923.80 mbar
[ 08:25:04 ]DADE :29 [°C], 65.55 RH, 923.17 mbar
[ 08:25:04 ]DAD3 :29 [°C], 66.40 RH, 922.53 mbar
[ 08:25:05 ]CAC2 :28 [°C], 67.21 RH, 923.17 mbar
[ 08:25:05 ]DADE :29 [°C], 65.58 RH, 923.17 mbar
[ 08:25:05 ]BAB1 :26 [°C], 75.99 RH, 923.17 mbar
[ 08:25:09 ]DADE :29 [°C], 65.75 RH, 924.44 mbar
[ 08:25:09 ]DAD3 :29 [°C], 66.28 RH, 923.80 mbar
[ 08:25:10 ]CAC2 :28 [°C], 67.10 RH, 924.44 mbar
[ 08:25:10 ]DADE :29 [°C], 65.75 RH, 923.17 mbar
[ 08:25:10 ]BAB1 :26 [°C], 76.63 RH, 923.17 mbar
[ 08:25:10 ]AAAA :29 [°C], 65.59 RH, 924.44 mbar
[ 08:25:19 ]DAD3 :29 [°C], 65.98 RH, 922.53 mbar
[ 08:25:20 ]DADE :29 [°C], 65.90 RH, 923.17 mbar
[ 08:25:20 ]CAC2 :28 [°C], 67.81 RH, 923.80 mbar
[ 08:25:20 ]BAB1 :26 [°C], 77.55 RH, 923.17 mbar
[ 08:25:20 ]AAAA :29 [°C], 67.16 RH, 924.44 mbar
[ 08:25:20 ]DAD3 :29 [°C], 65.98 RH, 923.80 mbar
[ 08:25:30 ]CAC2 :28 [°C], 66.43 RH, 924.44 mbar
[ 08:25:30 ]DAD3 :29 [°C], 66.10 RH, 922.53 mbar
[ 08:25:30 ]BAB1 :25 [°C], 77.82 RH, 923.17 mbar
[ 08:25:30 ]DADE :29 [°C], 65.68 RH, 924.44 mbar
[ 08:25:35 ]CAC2 :28 [°C], 65.95 RH, 925.07 mbar
[ 08:25:35 ]DAD3 :29 [°C], 66.33 RH, 922.53 mbar
[ 08:25:35 ]DADE :29 [°C], 65.53 RH, 923.80 mbar
[ 08:25:35 ]CAC2 :28 [°C], 65.92 RH, 923.80 mbar
[ 08:25:35 ]BAB1 :25 [°C], 77.16 RH, 922.53 mbar
[ 08:25:35 ]AAAA :29 [°C], 67.11 RH, 922.53 mbar
[ 08:25:50 ]CAC2 :28 [°C], 66.71 RH, 923.80 mbar
[ 08:25:50 ]DAD3 :29 [°C], 66.78 RH, 923.80 mbar
[ 08:25:50 ]DADE :29 [°C], 65.22 RH, 923.17 mbar
[ 08:25:50 ]BAB1 :25 [°C], 76.08 RH, 923.17 mbar
[ 08:25:50 ]CAC2 :28 [°C], 66.65 RH, 923.80 mbar
[ 08:25:50 ]DADE :29 [°C], 65.20 RH, 921.90 mbar
[ 08:25:50 ]AAAA :30 [°C], 65.59 RH, 924.44 mbar
[ 08:25:50 ]DAD3 :29 [°C], 66.78 RH, 923.17 mbar
[ 08:25:55 ]DAD3 :29 [°C], 66.31 RH, 922.53 mbar
[ 08:25:55 ]CAC2 :28 [°C], 66.56 RH, 923.80 mbar
[ 08:25:55 ]AAAA :30 [°C], 65.66 RH, 921.26 mbar
[ 08:25:55 ]BAB1 :25 [°C], 76.08 RH, 922.53 mbar
[ 08:26:00 ]DAD3 :29 [°C], 66.08 RH, 923.17 mbar
[ 08:26:00 ]DAD3 :29 [°C], 66.08 RH, 923.17 mbar
[ 08:26:00 ]DADE :29 [°C], 65.17 RH, 923.17 mbar
[ 08:26:00 ]CAC2 :28 [°C], 66.62 RH, 924.44 mbar
[ 08:26:00 ]BAB1 :25 [°C], 76.05 RH, 921.26 mbar
[ 08:26:00 ]AAAA :30 [°C], 65.81 RH, 924.44 mbar
[ 08:26:00 ]DAD3 :29 [°C], 66.06 RH, 923.17 mbar
[ 08:26:05 ]DAD3 :29 [°C], 65.88 RH, 922.53 mbar
[ 08:26:05 ]DADE :29 [°C], 65.30 RH, 923.17 mbar
[ 08:26:05 ]CAC2 :28 [°C], 66.54 RH, 923.80 mbar
[ 08:26:05 ]CAC2 :28 [°C], 66.54 RH, 923.80 mbar
[ 08:26:05 ]BAB1 :25 [°C], 76.08 RH, 922.53 mbar
[ 08:26:05 ]CAC2 :28 [°C], 66.52 RH, 923.80 mbar
[ 08:26:05 ]AAAA :30 [°C], 66.25 RH, 921.90 mbar
[ 08:26:10 ]DADE :29 [°C], 65.38 RH, 923.17 mbar
[ 08:26:10 ]BAB1 :25 [°C], 76.11 RH, 921.90 mbar
[ 08:26:10 ]AAAA :30 [°C], 67.01 RH, 924.44 mbar
[ 08:26:10 ]DAD3 :29 [°C], 65.93 RH, 924.44 mbar
[ 08:26:20 ]DADE :29 [°C], 65.39 RH, 923.17 mbar
[ 08:26:20 ]DADE :29 [°C], 65.39 RH, 923.17 mbar
[ 08:26:20 ]BAB1 :25 [°C], 76.08 RH, 921.26 mbar
[ 08:26:20 ]DAD3 :29 [°C], 65.53 RH, 924.44 mbar
[ 08:26:20 ]DAD3 :29 [°C], 65.50 RH, 921.90 mbar
[ 08:26:20 ]CAC2 :28 [°C], 66.46 RH, 923.17 mbar
[ 08:26:21 ]AAAA :30 [°C], 67.49 RH, 921.90 mbar
[ 08:26:25 ]DAD3 :29 [°C], 65.50 RH, 923.17 mbar
[ 08:26:25 ]BAB1 :25 [°C], 76.00 RH, 923.17 mbar
[ 08:26:25 ]CAC2 :28 [°C], 66.29 RH, 922.53 mbar
[ 08:26:25 ]AAAA :30 [°C], 66.76 RH, 922.53 mbar
[ 08:26:25 ]DADE :29 [°C], 65.70 RH, 923.80 mbar
[ 08:26:35 ]DADE :29 [°C], 65.11 RH, 923.80 mbar
[ 08:26:35 ]DAD3 :29 [°C], 65.39 RH, 923.17 mbar
[ 08:26:35 ]CAC2 :28 [°C], 65.78 RH, 923.80 mbar
[ 08:26:35 ]AAAA :30 [°C], 65.78 RH, 922.53 mbar
[ 08:26:35 ]AAAA :30 [°C], 65.78 RH, 922.53 mbar
[ 08:26:35 ]CAC2 :28 [°C], 65.72 RH, 923.80 mbar
[ 08:26:40 ]DAD3 :29 [°C], 65.44 RH, 923.17 mbar
[ 08:26:40 ]DADE :29 [°C], 65.49 RH, 923.80 mbar
[ 08:26:40 ]BAB1 :26 [°C], 75.80 RH, 922.53 mbar
[ 08:26:40 ]CAC2 :29 [°C], 65.49 RH, 922.53 mbar
[ 08:26:45 ]AAAA :30 [°C], 64.02 RH, 922.53 mbar
[ 08:26:45 ]DADE :29 [°C], 65.55 RH, 923.80 mbar
[ 08:26:45 ]CAC2 :29 [°C], 65.52 RH, 925.07 mbar
[ 08:26:45 ]DAD3 :29 [°C], 65.47 RH, 923.80 mbar
[ 08:26:45 ]AAAA :30 [°C], 64.03 RH, 923.17 mbar
[ 08:26:45 ]BAB1 :26 [°C], 75.82 RH, 921.26 mbar
[ 08:27:00 ]DAD3 :29 [°C], 65.66 RH, 923.17 mbar
[ 08:27:00 ]AAAA :30 [°C], 63.70 RH, 924.44 mbar
[ 08:27:00 ]DADE :29 [°C], 66.17 RH, 923.80 mbar
[ 08:27:00 ]AAAA :30 [°C], 63.70 RH, 922.53 mbar
[ 08:27:00 ]BAB1 :26 [°C], 75.70 RH, 923.17 mbar
[ 08:27:01 ]CAC2 :29 [°C], 65.62 RH, 922.53 mbar
[ 08:27:10 ]CAC2 :29 [°C], 64.91 RH, 924.44 mbar
[ 08:27:10 ]DAD3 :29 [°C], 65.63 RH, 923.80 mbar
[ 08:27:10 ]DADE :30 [°C], 65.25 RH, 923.80 mbar
[ 08:27:15 ]CAC2 :29 [°C], 65.56 RH, 923.17 mbar
[ 08:27:15 ]DAD3 :29 [°C], 65.69 RH, 923.17 mbar
[ 08:27:15 ]DADE :30 [°C], 65.14 RH, 924.44 mbar
[ 08:27:15 ]CAC2 :29 [°C], 65.56 RH, 923.17 mbar
[ 08:27:16 ]DADE :30 [°C], 65.14 RH, 923.80 mbar
[ 08:27:16 ]CAC2 :29 [°C], 65.53 RH, 923.17 mbar
[ 08:27:16 ]AAAA :30 [°C], 65.10 RH, 924.44 mbar
[ 08:27:16 ]BAB1 :26 [°C], 75.38 RH, 923.17 mbar
[ 08:27:16 ]BAB1 :26 [°C], 75.38 RH, 923.17 mbar
[ 08:27:20 ]AAAA :30 [°C], 64.98 RH, 922.53 mbar
[ 08:27:20 ]DADE :30 [°C], 64.72 RH, 923.80 mbar
[ 08:27:20 ]CAC2 :29 [°C], 64.96 RH, 923.17 mbar
[ 08:27:20 ]DAD3 :29 [°C], 65.60 RH, 922.53 mbar
[ 08:27:21 ]AAAA :30 [°C], 64.83 RH, 923.17 mbar
[ 08:27:21 ]BAB1 :26 [°C], 75.19 RH, 923.17 mbar
[ 08:27:35 ]DAD3 :29 [°C], 65.85 RH, 923.80 mbar
[ 08:27:35 ]AAAA :30 [°C], 63.20 RH, 921.90 mbar
[ 08:27:35 ]CAC2 :29 [°C], 63.78 RH, 923.17 mbar
[ 08:27:35 ]DAD3 :29 [°C], 65.87 RH, 923.80 mbar
[ 08:27:36 ]DADE :30 [°C], 64.23 RH, 925.07 mbar
[ 08:27:36 ]DAD3 :29 [°C], 65.87 RH, 923.80 mbar
[ 08:27:36 ]DAD3 :29 [°C], 65.87 RH, 922.53 mbar
[ 08:27:36 ]BAB1 :26 [°C], 74.58 RH, 922.53 mbar
[ 08:27:50 ]DAD3 :29 [°C], 66.33 RH, 922.53 mbar
[ 08:27:50 ]CAC2 :29 [°C], 63.78 RH, 923.80 mbar
[ 08:27:50 ]AAAA :30 [°C], 63.19 RH, 922.53 mbar
[ 08:27:50 ]DADE :30 [°C], 63.81 RH, 924.44 mbar
[ 08:27:51 ]BAB1 :26 [°C], 74.37 RH, 921.90 mbar
[ 08:28:00 ]AAAA :30 [°C], 63.34 RH, 923.17 mbar
[ 08:28:01 ]CAC2 :29 [°C], 64.34 RH, 923.17 mbar
[ 08:28:01 ]AAAA :30 [°C], 63.34 RH, 923.17 mbar
[ 08:28:01 ]BAB1 :26 [°C], 74.12 RH, 921.90 mbar
[ 08:28:01 ]DAD3 :29 [°C], 66.46 RH, 923.80 mbar
[ 08:28:01 ]BAB1 :26 [°C], 74.12 RH, 922.53 mbar
[ 08:28:01 ]DADE :30 [°C], 63.65 RH, 924.44 mbar
[ 08:28:05 ]DAD3 :29 [°C], 66.23 RH, 922.53 mbar
[ 08:28:06 ]AAAA :30 [°C], 62.95 RH, 924.44 mbar
[ 08:28:06 ]BAB1 :26 [°C], 73.93 RH, 923.17 mbar
[ 08:28:10 ]DADE :30 [°C], 63.22 RH, 924.44 mbar
[ 08:28:10 ]DAD3 :30 [°C], 65.88 RH, 924.44 mbar
[ 08:28:11 ]DADE :30 [°C], 63.22 RH, 924.44 mbar
[ 08:28:11 ]AAAA :30 [°C], 62.75 RH, 924.44 mbar
[ 08:28:11 ]DAD3 :30 [°C], 65.88 RH, 922.53 mbar
[ 08:28:11 ]BAB1 :26 [°C], 73.76 RH, 923.17 mbar
[ 08:28:11 ]CAC2 :29 [°C], 64.08 RH, 923.80 mbar
[ 08:28:16 ]DADE :30 [°C], 63.06 RH, 922.53 mbar
[ 08:28:16 ]DAD3 :30 [°C], 65.69 RH, 923.17 mbar
[ 08:28:16 ]DADE :30 [°C], 63.06 RH, 923.17 mbar
[ 08:28:16 ]CAC2 :29 [°C], 63.99 RH, 923.80 mbar
[ 08:28:16 ]AAAA :30 [°C], 63.17 RH, 923.17 mbar
[ 08:28:16 ]BAB1 :26 [°C], 73.60 RH, 921.90 mbar
[ 08:28:16 ]DAD3 :30 [°C], 65.69 RH, 923.17 mbar
[ 08:28:21 ]DAD3 :30 [°C], 65.53 RH, 923.17 mbar
[ 08:28:21 ]AAAA :30 [°C], 63.62 RH, 924.44 mbar
[ 08:28:21 ]CAC2 :29 [°C], 64.02 RH, 923.80 mbar
[ 08:28:21 ]DAD3 :30 [°C], 65.53 RH, 923.17 mbar
[ 08:28:21 ]BAB1 :26 [°C], 73.57 RH, 921.90 mbar
[ 08:28:21 ]DADE :30 [°C], 62.76 RH, 924.44 mbar
[ 08:28:31 ]CAC2 :29 [°C], 63.10 RH, 923.80 mbar
[ 08:28:31 ]DAD3 :30 [°C], 65.11 RH, 924.44 mbar
[ 08:28:31 ]CAC2 :29 [°C], 63.10 RH, 923.80 mbar
[ 08:28:31 ]AAAA :31 [°C], 64.34 RH, 921.90 mbar
[ 08:28:31 ]DADE :30 [°C], 62.50 RH, 924.44 mbar
[ 08:28:31 ]BAB1 :26 [°C], 73.38 RH, 923.17 mbar
[ 08:28:36 ]DAD3 :30 [°C], 65.04 RH, 923.80 mbar
[ 08:28:36 ]CAC2 :29 [°C], 63.13 RH, 923.80 mbar
[ 08:28:36 ]BAB1 :26 [°C], 73.35 RH, 923.17 mbar
[ 08:28:46 ]DAD3 :30 [°C], 64.86 RH, 923.17 mbar
[ 08:28:46 ]DADE :30 [°C], 62.53 RH, 922.53 mbar
[ 08:28:46 ]CAC2 :29 [°C], 64.05 RH, 923.80 mbar
[ 08:28:46 ]BAB1 :26 [°C], 73.38 RH, 924.44 mbar
[ 08:28:46 ]AAAA :31 [°C], 63.95 RH, 923.80 mbar
[ 08:28:46 ]BAB1 :26 [°C], 73.38 RH, 921.90 mbar
[ 08:28:51 ]DADE :30 [°C], 62.50 RH, 923.80 mbar
[ 08:28:51 ]AAAA :31 [°C], 62.93 RH, 922.53 mbar
[ 08:28:51 ]CAC2 :29 [°C], 63.94 RH, 923.17 mbar
[ 08:28:51 ]DAD3 :30 [°C], 64.69 RH, 922.53 mbar
[ 08:29:01 ]DADE :30 [°C], 62.63 RH, 923.17 mbar
[ 08:29:01 ]DADE :30 [°C], 62.63 RH, 923.80 mbar
[ 08:29:01 ]CAC2 :29 [°C], 62.84 RH, 923.80 mbar
[ 08:29:01 ]DAD3 :30 [°C], 64.80 RH, 923.80 mbar
[ 08:29:01 ]BAB1 :26 [°C], 73.32 RH, 923.17 mbar
[ 08:29:01 ]AAAA :31 [°C], 62.49 RH, 924.44 mbar
[ 08:29:11 ]DAD3 :30 [°C], 65.17 RH, 923.80 mbar
[ 08:29:11 ]DADE :30 [°C], 62.64 RH, 923.80 mbar
[ 08:29:11 ]DAD3 :30 [°C], 65.17 RH, 922.53 mbar
[ 08:29:11 ]CAC2 :29 [°C], 63.13 RH, 922.53 mbar
[ 08:29:11 ]DAD3 :30 [°C], 65.17 RH, 923.17 mbar
[ 08:29:11 ]AAAA :31 [°C], 63.29 RH, 923.17 mbar
[ 08:29:11 ]DADE :30 [°C], 62.64 RH, 924.44 mbar
[ 08:29:11 ]BAB1 :26 [°C], 73.17 RH, 921.90 mbar
[ 08:29:16 ]DADE :30 [°C], 62.89 RH, 924.44 mbar
[ 08:29:16 ]DADE :30 [°C], 62.89 RH, 924.44 mbar
[ 08:29:16 ]DADE :30 [°C], 62.89 RH, 924.44 mbar
[ 08:29:16 ]CAC2 :29 [°C], 62.66 RH, 923.17 mbar
[ 08:29:16 ]DAD3 :30 [°C], 65.37 RH, 923.80 mbar
[ 08:29:16 ]BAB1 :26 [°C], 73.09 RH, 921.90 mbar
[ 08:29:16 ]AAAA :31 [°C], 62.70 RH, 923.80 mbar
[ 08:29:21 ]DAD3 :30 [°C], 64.69 RH, 923.17 mbar
[ 08:29:21 ]CAC2 :29 [°C], 62.95 RH, 923.17 mbar
[ 08:29:21 ]AAAA :31 [°C], 62.84 RH, 921.90 mbar
[ 08:29:21 ]CAC2 :29 [°C], 62.98 RH, 922.53 mbar
[ 08:29:31 ]DAD3 :30 [°C], 64.52 RH, 922.53 mbar
[ 08:29:31 ]CAC2 :29 [°C], 64.01 RH, 924.44 mbar
[ 08:29:31 ]DAD3 :30 [°C], 64.52 RH, 923.80 mbar
[ 08:29:31 ]AAAA :30 [°C], 63.52 RH, 923.17 mbar
[ 08:29:31 ]DADE :30 [°C], 63.79 RH, 925.71 mbar
[ 08:29:31 ]BAB1 :26 [°C], 73.28 RH, 923.80 mbar
[ 08:29:36 ]DADE :30 [°C], 63.99 RH, 924.44 mbar
[ 08:29:36 ]DAD3 :30 [°C], 64.56 RH, 923.80 mbar
[ 08:29:36 ]DADE :30 [°C], 63.99 RH, 923.80 mbar
[ 08:29:36 ]DAD3 :30 [°C], 64.56 RH, 923.17 mbar
[ 08:29:36 ]DADE :30 [°C], 63.99 RH, 924.44 mbar
[ 08:29:41 ]BAB1 :26 [°C], 73.21 RH, 923.17 mbar
[ 08:29:41 ]BAB1 :26 [°C], 73.17 RH, 921.90 mbar
[ 08:29:41 ]DAD3 :30 [°C], 64.00 RH, 923.17 mbar
[ 08:29:41 ]CAC2 :29 [°C], 64.50 RH, 923.17 mbar
[ 08:29:41 ]DADE :30 [°C], 63.79 RH, 923.80 mbar
[ 08:29:51 ]DAD3 :30 [°C], 63.93 RH, 925.07 mbar
[ 08:29:51 ]DADE :30 [°C], 63.42 RH, 923.80 mbar
[ 08:29:51 ]AAAA :30 [°C], 64.31 RH, 922.53 mbar
[ 08:29:51 ]BAB1 :26 [°C], 73.21 RH, 921.26 mbar
[ 08:29:51 ]CAC2 :29 [°C], 64.20 RH, 923.17 mbar
[ 08:29:51 ]DAD3 :30 [°C], 63.93 RH, 922.53 mbar
[ 08:29:52 ]BAB1 :26 [°C], 73.21 RH, 922.53 mbar
[ 08:30:01 ]DAD3 :30 [°C], 63.72 RH, 923.17 mbar
[ 08:30:01 ]CAC2 :29 [°C], 63.79 RH, 923.17 mbar
[ 08:30:01 ]DADE :30 [°C], 63.62 RH, 923.17 mbar
[ 08:30:01 ]AAAA :29 [°C], 64.79 RH, 923.80 mbar
[ 08:30:06 ]AAAA :29 [°C], 65.08 RH, 923.80 mbar
[ 08:30:06 ]CAC2 :29 [°C], 64.14 RH, 923.17 mbar
[ 08:30:06 ]DAD3 :30 [°C], 63.63 RH, 922.53 mbar
[ 08:30:06 ]CAC2 :29 [°C], 64.14 RH, 922.53 mbar
[ 08:30:06 ]CAC2 :29 [°C], 64.14 RH, 924.44 mbar
[ 08:30:06 ]DADE :30 [°C], 63.62 RH, 923.80 mbar
[ 08:30:07 ]DADE :30 [°C], 63.62 RH, 924.44 mbar
[ 08:30:07 ]DADE :30 [°C], 63.62 RH, 924.44 mbar
[ 08:30:07 ]DADE :30 [°C], 63.62 RH, 923.17 mbar
[ 08:30:07 ]BAB1 :27 [°C], 72.87 RH, 923.80 mbar
[ 08:30:16 ]CAC2 :29 [°C], 64.11 RH, 923.17 mbar
[ 08:30:16 ]DADE :30 [°C], 63.01 RH, 924.44 mbar
[ 08:30:16 ]DAD3 :30 [°C], 63.92 RH, 923.80 mbar
[ 08:30:16 ]BAB1 :27 [°C], 72.77 RH, 922.53 mbar
[ 08:30:17 ]CAC2 :29 [°C], 64.08 RH, 923.17 mbar
[ 08:30:17 ]AAAA :29 [°C], 65.70 RH, 923.80 mbar
[ 08:30:21 ]DADE :30 [°C], 63.00 RH, 922.53 mbar
[ 08:30:21 ]DAD3 :30 [°C], 63.80 RH, 923.80 mbar
[ 08:30:22 ]AAAA :29 [°C], 65.79 RH, 925.07 mbar
[ 08:30:22 ]BAB1 :27 [°C], 72.74 RH, 922.53 mbar
[ 08:30:26 ]DAD3 :30 [°C], 64.00 RH, 922.53 mbar
[ 08:30:26 ]CAC2 :29 [°C], 63.07 RH, 923.80 mbar
[ 08:30:26 ]DADE :30 [°C], 63.55 RH, 923.17 mbar
[ 08:30:27 ]AAAA :29 [°C], 65.76 RH, 923.80 mbar
[ 08:30:27 ]DADE :30 [°C], 63.58 RH, 922.53 mbar
[ 08:30:27 ]AAAA :29 [°C], 65.76 RH, 924.44 mbar
[ 08:30:27 ]AAAA :29 [°C], 65.76 RH, 923.80 mbar
[ 08:30:27 ]AAAA :29 [°C], 65.76 RH, 923.80 mbar
[ 08:30:27 ]BAB1 :27 [°C], 72.60 RH, 922.53 mbar
[ 08:30:36 ]CAC2 :29 [°C], 63.42 RH, 925.07 mbar
[ 08:30:36 ]AAAA :29 [°C], 67.10 RH, 925.07 mbar
[ 08:30:37 ]DAD3 :30 [°C], 63.77 RH, 922.53 mbar
[ 08:30:41 ]CAC2 :28 [°C], 63.39 RH, 923.80 mbar
[ 08:30:41 ]DADE :30 [°C], 63.69 RH, 923.80 mbar
[ 08:30:42 ]DAD3 :30 [°C], 63.66 RH, 922.53 mbar
[ 08:30:42 ]AAAA :29 [°C], 66.88 RH, 925.07 mbar
[ 08:30:56 ]DADE :30 [°C], 64.99 RH, 923.80 mbar
[ 08:30:56 ]CAC2 :29 [°C], 64.93 RH, 923.80 mbar
[ 08:30:57 ]DAD3 :30 [°C], 63.60 RH, 924.44 mbar
[ 08:30:57 ]CAC2 :29 [°C], 64.93 RH, 923.80 mbar
[ 08:30:57 ]AAAA :29 [°C], 65.67 RH, 924.44 mbar
[ 08:30:57 ]CAC2 :29 [°C], 64.93 RH, 923.80 mbar
[ 08:30:57 ]CAC2 :29 [°C], 64.93 RH, 923.80 mbar
[ 08:30:57 ]BAB1 :26 [°C], 72.51 RH, 922.53 mbar
[ 08:31:02 ]AAAA :29 [°C], 65.97 RH, 924.44 mbar
[ 08:31:02 ]DADE :30 [°C], 65.22 RH, 923.17 mbar
[ 08:31:02 ]CAC2 :29 [°C], 65.25 RH, 923.80 mbar
[ 08:31:02 ]CAC2 :29 [°C], 65.25 RH, 923.80 mbar
[ 08:31:02 ]DAD3 :30 [°C], 63.46 RH, 922.53 mbar
[ 08:31:02 ]BAB1 :27 [°C], 72.54 RH, 921.26 mbar
[ 08:31:07 ]DAD3 :30 [°C], 63.26 RH, 922.53 mbar
[ 08:31:07 ]DADE :30 [°C], 64.16 RH, 924.44 mbar
[ 08:31:07 ]CAC2 :29 [°C], 64.24 RH, 923.17 mbar
[ 08:31:07 ]AAAA :29 [°C], 65.73 RH, 923.17 mbar
[ 08:31:07 ]BAB1 :27 [°C], 72.60 RH, 922.53 mbar
[ 08:31:07 ]BAB1 :27 [°C], 72.60 RH, 922.53 mbar
[ 08:31:22 ]CAC2 :28 [°C], 63.89 RH, 923.80 mbar
[ 08:31:22 ]DADE :30 [°C], 63.56 RH, 925.71 mbar
[ 08:31:22 ]DAD3 :30 [°C], 63.32 RH, 923.80 mbar
[ 08:31:22 ]DADE :30 [°C], 63.56 RH, 924.44 mbar
[ 08:31:22 ]AAAA :29 [°C], 65.67 RH, 923.17 mbar
[ 08:31:22 ]BAB1 :27 [°C], 72.51 RH, 922.53 mbar
[ 08:31:22 ]DADE :30 [°C], 63.56 RH, 924.44 mbar
[ 08:31:27 ]DAD3 :30 [°C], 63.42 RH, 923.17 mbar
[ 08:31:27 ]DADE :30 [°C], 63.47 RH, 923.80 mbar
[ 08:31:27 ]CAC2 :29 [°C], 63.83 RH, 923.80 mbar
[ 08:31:27 ]DAD3 :30 [°C], 63.42 RH, 922.53 mbar
[ 08:31:27 ]DAD3 :30 [°C], 63.42 RH, 922.53 mbar
[ 08:31:27 ]AAAA :29 [°C], 65.85 RH, 923.80 mbar
[ 08:31:32 ]CAC2 :28 [°C], 63.95 RH, 923.80 mbar
[ 08:31:32 ]CAC2 :28 [°C], 63.95 RH, 923.80 mbar
[ 08:31:32 ]AAAA :29 [°C], 66.02 RH, 923.80 mbar
[ 08:31:32 ]DADE :30 [°C], 63.55 RH, 923.17 mbar
[ 08:31:32 ]DAD3 :30 [°C], 63.39 RH, 922.53 mbar
[ 08:31:34 ]BAB1 :26 [°C], 72.74 RH, 922.53 mbar
[ 08:31:34 ]BAB1 :26 [°C], 72.74 RH, 923.80 mbar
[ 08:31:42 ]CAC2 :29 [°C], 65.20 RH, 925.07 mbar
[ 08:31:42 ]DADE :30 [°C], 62.84 RH, 923.80 mbar
[ 08:31:42 ]DAD3 :30 [°C], 63.56 RH, 922.53 mbar
[ 08:31:42 ]DAD3 :30 [°C], 63.56 RH, 923.80 mbar
[ 08:31:42 ]AAAA :29 [°C], 66.53 RH, 924.44 mbar
[ 08:31:47 ]BAB1 :26 [°C], 72.63 RH, 922.53 mbar
[ 08:31:47 ]CAC2 :29 [°C], 65.85 RH, 923.80 mbar
[ 08:31:47 ]DAD3 :30 [°C], 63.70 RH, 923.17 mbar
[ 08:31:47 ]DADE :30 [°C], 63.06 RH, 923.80 mbar
[ 08:31:47 ]AAAA :29 [°C], 66.32 RH, 924.44 mbar
[ 08:31:52 ]DAD3 :30 [°C], 63.79 RH, 924.44 mbar
[ 08:31:52 ]CAC2 :29 [°C], 66.18 RH, 925.07 mbar
[ 08:31:52 ]DAD3 :30 [°C], 63.79 RH, 923.17 mbar
[ 08:31:52 ]DADE :30 [°C], 63.06 RH, 921.90 mbar
[ 08:31:52 ]DADE :30 [°C], 63.08 RH, 922.53 mbar
[ 08:31:57 ]AAAA :29 [°C], 66.00 RH, 924.44 mbar
[ 08:31:57 ]DAD3 :30 [°C], 63.83 RH, 922.53 mbar
[ 08:31:57 ]BAB1 :27 [°C], 72.54 RH, 922.53 mbar
[ 08:31:57 ]AAAA :29 [°C], 66.00 RH, 921.90 mbar
[ 08:31:57 ]CAC2 :29 [°C], 66.85 RH, 923.17 mbar
[ 08:32:02 ]DAD3 :30 [°C], 63.86 RH, 924.44 mbar
[ 08:32:02 ]CAC2 :29 [°C], 66.59 RH, 923.80 mbar
[ 08:32:02 ]DADE :30 [°C], 63.64 RH, 923.80 mbar
